actor_tag,actor_id,frame,sim_time,x,y,z,yaw_deg,speed_mps,yawrate_rps,throttle,brake,steer,reverse,gear,hand_brake,lane_id,offset_m,dist_left_m,dist_right_m,map
hero,132,141465,5988.423,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141465,5988.423,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141466,5988.493,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141466,5988.493,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141467,5988.561,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141467,5988.561,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141468,5988.626,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141468,5988.626,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141469,5988.687,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141469,5988.687,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141470,5988.763,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141470,5988.763,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141471,5988.834,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141471,5988.834,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141472,5988.904,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141472,5988.904,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141473,5988.969,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141473,5988.969,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141474,5989.064,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141474,5989.064,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141475,5989.122,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141475,5989.122,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141476,5989.188,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141476,5989.188,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141477,5989.250,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141477,5989.250,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141478,5989.311,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141478,5989.311,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141479,5989.382,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141479,5989.382,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141480,5989.453,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141480,5989.453,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141481,5989.517,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141481,5989.517,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141482,5989.584,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141482,5989.584,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141483,5989.656,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141483,5989.656,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141484,5989.726,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141484,5989.726,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141485,5989.792,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141485,5989.792,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141486,5989.867,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141486,5989.867,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141487,5989.914,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141487,5989.914,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141488,5989.983,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141488,5989.983,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141489,5990.045,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141489,5990.045,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141490,5990.115,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141490,5990.115,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141491,5990.183,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141491,5990.183,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141492,5990.242,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141492,5990.242,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141493,5990.310,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141493,5990.310,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141494,5990.378,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141494,5990.378,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141495,5990.453,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141495,5990.453,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141496,5990.508,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141496,5990.508,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141497,5990.580,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141497,5990.580,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141498,5990.636,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141498,5990.636,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141499,5990.698,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141499,5990.698,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141500,5990.761,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141500,5990.761,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141501,5990.820,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141501,5990.820,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141502,5990.886,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141502,5990.886,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141503,5990.949,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141503,5990.949,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141504,5991.018,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141504,5991.018,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141505,5991.078,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141505,5991.078,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141506,5991.144,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141506,5991.144,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141507,5991.209,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141507,5991.209,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141508,5991.293,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141508,5991.293,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141509,5991.344,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141509,5991.344,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141510,5991.425,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141510,5991.425,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141511,5991.490,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141511,5991.490,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141512,5991.567,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141512,5991.567,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141513,5991.632,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141513,5991.632,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141514,5991.695,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141514,5991.695,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141515,5991.757,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141515,5991.757,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141516,5991.822,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141516,5991.822,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141517,5991.886,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141517,5991.886,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141518,5991.956,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141518,5991.956,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141519,5992.021,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141519,5992.021,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141520,5992.090,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141520,5992.090,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141521,5992.156,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141521,5992.156,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141522,5992.223,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141522,5992.223,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141523,5992.298,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141523,5992.298,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141524,5992.368,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141524,5992.368,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141525,5992.424,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141525,5992.424,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141526,5992.502,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141526,5992.502,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141527,5992.573,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141527,5992.573,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141528,5992.630,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141528,5992.630,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141529,5992.688,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141529,5992.688,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141530,5992.771,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141530,5992.771,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141531,5992.846,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141531,5992.846,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141532,5992.907,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141532,5992.907,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141533,5992.984,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141533,5992.984,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141534,5993.044,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141534,5993.044,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141535,5993.121,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141535,5993.121,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141536,5993.192,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141536,5993.192,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141537,5993.257,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141537,5993.257,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141538,5993.324,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141538,5993.324,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141539,5993.401,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141539,5993.401,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141540,5993.454,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141540,5993.454,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141541,5993.526,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141541,5993.526,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141542,5993.582,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141542,5993.582,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141543,5993.651,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141543,5993.651,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141544,5993.725,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141544,5993.725,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141545,5993.794,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141545,5993.794,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
hero,132,141546,5993.872,20.000,248.000,0.019,0.000,0.000,0.0000,0.000,0.000,0.000,0,1,0,1,-0.022,1.728,1.772,Town06
npc,140,141546,5993.872,20.000,251.600,-0.012,0.000,0.000,0.0000,0.000,0.000,0.000,0,0,0,-1,0.068,1.818,1.682,Town06
